player_id,player_name,primary_archetype,archetype_0_weight,archetype_1_weight,archetype_2_weight,archetype_3_weight,archetype_4_weight,archetype_5_weight,archetype_6_weight,archetype_purity
1641707,Taylor Hendricks,5,1.393075316689142e-06,2.7004170730632696e-66,9.18939639096852e-24,1.8803114394708945e-05,4.754556264437643e-05,0.999932258247644,0.0,0.999932258247644
1641708,Amen Thompson,0,0.9999974807544242,1.7280728666996658e-12,2.5192427906500545e-06,2.774291237120744e-73,1.0561682208389525e-12,8.253898641602039e-22,0.0,0.9999974807544242
1641709,Ausar Thompson,0,0.9999999400426648,8.024723504303068e-22,5.99546829750661e-08,2.627375710127333e-74,2.6480583855270706e-12,3.8521028202578486e-15,8.52375055640739e-37,0.9999999400426648
1641710,Anthony Black,1,6.6986435956879e-09,0.9669339303768104,2.5005741259403e-05,1.042376889370874e-05,0.0330306334143922,3.3181096804302535e-20,0.0,0.9669339303768104
1641711,Gradey Dick,4,2.9037729639825363e-10,8.7485599657195e-28,8.998565298614383e-18,0.0429797727765702,0.9570202269196092,1.3442297359190371e-11,0.0,0.9570202269196092
1641712,Rayan Rupert,3,6.1036713366994e-07,6.3097979390443976e-12,4.577993959447871e-16,0.9832521956869832,0.0167223282568832,2.4865682689278294e-05,0.0,0.9832521956869832
1641713,GG Jackson,4,1.6800870956252462e-07,6.655034375583933e-09,4.166212713007454e-07,1.6688982784634173e-07,0.9999992418248664,2.901917970683644e-13,0.0,0.9999992418248664
1641716,Jarace Walker,4,1.1691606364910828e-07,2.5509345777581144e-07,1.0676985531623922e-06,1.3513688987909688e-05,0.9999850466029382,1.3086386296960223e-16,0.0,0.9999850466029382
1641717,Cason Wallace,1,4.6937364708749474e-08,0.9898715276453458,3.0520558794593177e-07,0.0033412781737052,0.006786842037989,8.195415826194725e-15,0.0,0.9898715276453458
1641718,Keyonte George,2,3.9385481693374663e-13,5.687999662825709e-05,0.999927781051392,2.544139168785239e-21,1.5338951584530646e-05,6.358668097791232e-45,0.0,0.999927781051392
1641722,Jordan Hawkins,4,2.216474849322826e-14,2.3598148316972905e-07,1.5955822975170103e-08,3.781651219717797e-05,0.9999619315504727,1.6564927472695892e-51,0.0,0.9999619315504727
1641724,Jett Howard,4,2.505831386746376e-12,4.236749443199414e-09,7.888696641562625e-12,0.0003868720127649,0.999613123740092,2.0714248050006092e-21,0.0,0.999613123740092
1641729,Brice Sensabaugh,4,2.099734563500827e-11,2.7624218889506776e-08,1.1379981914366636e-05,1.6750067125627314e-08,0.9999885756228016,6.793961288735744e-36,0.0,0.9999885756228016
1641730,Noah Clowney,4,1.346903889597218e-10,1.580993937428608e-18,1.6855824559858123e-14,0.0053793508925944,0.9946206330883668,1.5884330924698594e-08,0.0,0.9946206330883668
1641731,Bilal Coulibaly,4,1.1859737239063733e-07,0.0071852969686233,0.0001120441694959,3.4658067537672778e-06,0.9926990744576862,6.862146046752246e-14,0.0,0.9926990744576862
1641737,Adem Bona,6,4.4683781259211255e-14,4.668175528623422e-74,1.5026094631181968e-37,8.896619856148041e-22,1.4233753334692721e-22,3.2343723022579284e-10,0.9999999996765184,0.9999999996765184
1641738,Kobe Brown,3,5.19412092721583e-08,5.193234190470072e-22,1.668313400348446e-14,0.99997617670419,2.319256137820507e-05,5.787932050554422e-07,0.0,0.99997617670419
1641739,Toumani Camara,3,1.076338141206726e-11,3.375834934665735e-22,1.0234736926622341e-18,0.9895878870652606,1.1507938077124834e-05,0.010400604985898,0.0,0.9895878870652606
1641740,Jaylen Clark,4,0.0005553510361282,5.895686755482159e-20,2.0836592569368782e-18,0.0079080850249676,0.9402664842924586,0.0512700796464461,0.0,0.9402664842924586
1641750,Ryan Kalkbrenner,6,7.60905142053796e-21,5.8468638454e-313,7.594439545612781e-82,0.0,4.6802883758328574e-234,5.334482977072946e-93,1.0,1.0
1641757,Jordan Miller,1,0.0001951075823184,0.6427894384054539,0.0002609658551853,7.2598559056310284e-09,0.3567544808971839,1.158054359114672e-15,0.0,0.6427894384054539
1641764,Brandin Podziemski,1,9.810622788114716e-12,0.9999881816427488,6.753891466277475e-07,2.700957703454678e-06,8.442000590635444e-06,1.4477509512319976e-27,0.0,0.9999881816427488
1641765,Olivier-Maxence Prosper,5,1.738466406171025e-05,2.140504523996565e-36,1.7046121383943027e-16,0.0955734448700328,0.0074553229248574,0.8969538475410461,0.0,0.8969538475410461
1641767,Ben Sheppard,3,5.857881583125435e-10,4.8462348142538406e-12,1.1221780394302525e-14,0.9851034146201578,0.0148623121387192,3.427265047658094e-05,0.0,0.9851034146201578
1641772,Nae'Qwan Tomlin,5,2.1778826825212647e-14,9.60485755934754e-41,5.282641214503221e-28,0.0043605289957364,5.775189498336583e-09,0.995639465229052,0.0,0.995639465229052
1641774,Tristan Vukcevic,0,0.999991535976873,1.1814174297455613e-52,1.8812264939306752e-14,6.793017625406454e-45,4.910519776898821e-06,3.5535033295768862e-06,0.0,0.999991535976873
1641775,Jordan Walsh,5,2.8651494461137344e-14,1.765256152851548e-40,1.4211057409957572e-27,0.0114059028603069,4.561223715811406e-08,0.9885940515274276,0.0,0.9885940515274276
1641783,Tristan da Silva,4,2.395403564382852e-09,2.3585867999334447e-14,5.2164858229372367e-11,6.982903393844687e-06,0.9999930128866296,1.7623849495134267e-09,0.0,0.9999930128866296
1641796,Pelle Larsson,3,0.0011169494535548,0.0007427251113272,4.5620286422242793e-11,0.6710421425154743,0.3270957109264938,2.47194752770444e-06,0.0,0.6710421425154743
1641824,Matas Buzelis,4,1.0052068653263892e-08,5.780301033132996e-06,2.4191366215298063e-08,0.0441225900163411,0.955871586884712,8.554478707938942e-09,0.0,0.955871586884712
1641842,Ronald Holland II,4,0.0018537138510327,2.2677350253481423e-14,1.3205872769526462e-13,0.0107613080548086,0.9489449657448574,0.038440012349147,0.0,0.9489449657448574
1641854,Craig Porter Jr.,1,6.4104638805815255e-06,0.9995926512255208,1.600882538382775e-06,0.0001883704896082,0.0002109669384522,4.4049032825002565e-16,0.0,0.9995926512255208
1641989,Elijah Harkless,3,4.682110670862422e-07,0.0430447096070839,7.085476312296135e-11,0.9565102429889948,0.0004445791218254,1.7578428751781198e-13,0.0,0.9565102429889948
1642258,Zaccharie Risacher,4,1.5667058588156462e-10,7.839410957658943e-23,2.7351225725079886e-16,2.1763261390098958e-07,0.9999995522491048,2.2996161200423765e-07,0.0,0.9999995522491048
1642259,Alex Sarr,0,0.999926906319089,5.707176017987409e-50,1.690670112233475e-13,6.212420696166049e-33,1.810787361134736e-06,7.128289338059175e-05,0.0,0.999926906319089
1642261,Dalton Knecht,4,1.4479882581538674e-12,4.820199005408589e-12,5.684786479775014e-11,5.8132117309826416e-05,0.999941867819575,7.121161974333256e-21,0.0,0.999941867819575
1642262,Cody Williams,4,0.0008723117321755,2.4427389656428276e-10,4.565268015585113e-07,7.422400911439533e-08,0.9991271572193382,5.3400988028906446e-11,0.0,0.9991271572193382
1642263,Reed Sheppard,1,1.976896464817556e-12,0.99372047128072,0.0001189194723376,2.978467433894467e-05,0.0061308245706267,6.435485301857228e-35,0.0,0.99372047128072
1642264,Stephon Castle,1,2.108293976117875e-06,0.999953408114372,4.327474692705256e-05,1.9990420724364392e-11,1.208824733564919e-06,4.4407895756860114e-29,0.0,0.999953408114372
1642265,Rob Dillingham,1,1.323097428752446e-10,0.9947127130151096,0.0052869641447944,3.021670161201006e-13,3.227074846437941e-07,3.4697971212449625e-39,0.0,0.9947127130151096
1642266,Ja'Kobe Walter,3,2.749790901840409e-12,4.1859074256158835e-25,1.1519135896247523e-24,0.9904972537958272,0.000713548837256,0.0087891973641678,0.0,0.9904972537958272
1642267,Bub Carrington,1,1.9868730632967698e-12,0.9999958588384442,3.443994092093925e-06,3.459567206407537e-09,6.93705910192188e-07,1.1730695520076887e-41,0.0,0.9999958588384442
1642268,Isaiah Collier,1,3.936355636742414e-09,0.9997895499860816,0.0002104456195828,3.4902662451191295e-19,4.57979213894278e-10,1.872191014304329e-33,0.0,0.9997895499860816
1642269,Devin Carter,1,2.481447634911939e-09,0.9999967772129592,4.069249143421987e-07,7.083409311830495e-07,2.105039748133815e-06,5.818392182530683e-24,0.0,0.9999967772129592
1642270,Donovan Clingan,5,4.340504306525685e-12,7.302339467147192e-72,2.4867774184857167e-29,4.046992290043273e-09,3.5546584524548183e-13,0.9999999959483112,0.0,0.9999999959483112
1642271,Kyle Filipowski,4,0.0610364618378461,1.8156564050164176e-27,1.2487423140977327e-09,1.8088395724752189e-06,0.7883114726476439,0.1506502554261952,0.0,0.7883114726476439
1642272,Jared McCain,4,1.7125940004800718e-14,0.0672553921723089,0.0167299227979728,6.272871088518413e-08,0.9160146223009894,2.244182374105097e-39,0.0,0.9160146223009894
1642273,Kyshawn George,2,2.581032006050215e-08,0.3418546015852339,0.6472998976787255,1.9298055924641667e-07,0.0108452819451604,5.210417575154826e-34,0.0,0.6472998976787255
1642274,Yves Missi,6,4.531732859992234e-09,1.996855638290466e-282,3.6010406692153835e-54,0.0,1.277661919861925e-209,1.4703627273348438e-83,0.9999999954682668,0.9999999954682668
1642275,Tidjane Salaün,5,2.8441148962997533e-13,1.0858033012002332e-55,1.7048391726065463e-25,0.0021908546903541,1.2096400727727592e-08,0.9978091332129608,0.0,0.9978091332129608
1642276,Kel'el Ware,5,1.4225253969281468e-07,8.999349960056744e-68,8.400132823805493e-30,7.392223746953302e-12,1.4355738200666264e-09,0.9999998563044944,0.0,0.9999998563044944
1642277,Johnny Furphy,5,4.5042809444548335e-11,8.657138885092808e-46,5.7589206324033e-27,0.0075520251968345,9.020094502614451e-09,0.9924479657380288,0.0,0.9924479657380288
1642278,Tyler Kolek,1,6.826754520798733e-11,0.9999999140930704,6.620963016609476e-08,1.3191161185718104e-08,6.437870038634312e-09,6.096400175573605e-29,0.0,0.9999999140930704
1642281,Jaylon Tyson,4,0.000653788896162,4.807786800873342e-22,9.582083440103206e-13,0.000353251442366,0.6081627846188824,0.3908301750416307,0.0,0.6081627846188824
1642285,Cam Spencer,1,1.6156642947231276e-12,0.9999963341788504,3.41366376592196e-06,8.533771634377719e-14,2.521556831789798e-07,3.178565328566709e-36,0.0,0.9999963341788504
1642345,Oso Ighodaro,0,0.9999564666399964,1.7759729301869858e-253,1.319929876208402e-42,0.0,1.7831277694402806e-205,3.8681830065962454e-83,4.353336000226614e-05,0.9999564666399964
1642346,Ryan Dunn,5,3.342394384260316e-05,3.8553357482551785e-24,9.229090442269832e-19,0.091427023977614,0.0022182218651555,0.9063213302133872,0.0,0.9063213302133872
1642347,Jamal Shead,1,1.531720723932433e-10,0.9999999263985132,9.3319494278036e-10,7.243736311307062e-08,7.77564786612828e-11,2.544534604740972e-25,0.0,0.9999999263985132
1642348,Justin Edwards,4,5.09936864772691e-07,4.069298096465123e-13,7.418388245206987e-14,0.2784264353166211,0.7215730518487414,2.8972931644637094e-09,0.0,0.7215730518487414
1642349,Ajay Mitchell,1,7.601707913326886e-08,0.9510264506565096,0.0489714158800874,7.78332263007866e-18,2.0574463232427427e-06,1.0183190379164829e-39,0.0,0.9510264506565096
1642363,Nique Clifford,1,6.699639294298284e-06,0.6842563411200536,3.215591149131312e-05,2.5169262202103077e-10,0.3157048030774682,3.9090120010387674e-19,0.0,0.6842563411200536
1642364,Jamir Watkins,3,1.7664315629662644e-08,1.5436341648343582e-25,6.539465888396943e-14,0.775328529570046,0.143754618098909,0.0809168346666635,0.0,0.775328529570046
1642366,Quinten Post,5,3.3896778830774677e-10,2.6762615518237545e-66,9.876128132463364e-27,5.887975820249018e-07,8.869712310770287e-09,0.999999401993738,0.0,0.999999401993738
1642383,Walter Clayton Jr.,1,3.3844904146427874e-14,0.999999617687003,4.315534738889361e-09,3.772796284548468e-07,7.177996715845615e-10,1.757907711045513e-29,0.0,0.999999617687003
1642450,Daniss Jenkins,1,3.7178630765667417e-10,0.999993415998524,6.5778167359546665e-06,6.411159868471803e-14,5.8128895938194165e-09,5.33049309301159e-37,0.0,0.999993415998524
1642461,Spencer Jones,5,7.041162471390877e-17,6.768067565771034e-52,2.734688546608384e-35,2.6335959430576935e-05,1.3840047648574436e-11,0.999973664026729,0.0,0.999973664026729
1642843,Cooper Flagg,2,1.0170720733896274e-08,2.2236891357266685e-07,0.9999101257199592,7.025803263375755e-23,8.964174040567121e-05,4.109182670316679e-48,0.0,0.9999101257199592
1642844,Dylan Harper,1,3.037070058459374e-07,0.999852024533123,0.0001253911766281,3.09341408490824e-12,2.228058014958144e-05,4.17524549656005e-28,0.0,0.999852024533123
1642845,VJ Edgecombe,4,2.3083772147625257e-05,0.0016900659646462,0.0086597252643721,8.004219338270796e-07,0.9896263245769008,2.9600410049725303e-23,0.0,0.9896263245769008
1642846,Ace Bailey,4,1.388269994039985e-11,1.5854050888198757e-14,2.433004105534124e-07,7.301799099315962e-17,0.9999997566856904,1.1311384054859618e-49,0.0,0.9999997566856904
1642847,Jeremiah Fears,1,8.435016752409896e-12,0.9997498893884684,0.0002455578183398,1.641572834032909e-10,4.552620599629669e-06,2.136785377178515e-34,0.0,0.9997498893884684
1642848,Tre Johnson,4,9.9310116401779e-15,4.772471751951566e-06,0.0660574720359987,4.70349812386512e-18,0.9339377554922388,5.396002341403787e-75,0.0,0.9339377554922388
1642849,Nolan Traore,1,1.1433096806860445e-17,0.9999996133809612,3.843634283007991e-07,4.0390927579537156e-11,2.2152196261193073e-09,5.9321254725043283e-33,0.0,0.9999996133809612
