id,season,team,opponent_abbrev,date,home,team_pts,opponent_fgm,opponent_fga,opponent_fg_pct,opponent_3pm,opponent_3pa,opponent_3p_pct,opponent_ftm,opponent_fta,opponent_ft_pct,opponent_orb,opponent_trb,opponent_ast,opponent_stl,opponent_blk,opponent_tov,opponent_pf,team_stl,team_blk,team_tov,team_pf,team_orb,team_trb,opponent_pts,pace,team_pace,opponent_pace,off_rating,def_rating,opponent_avg_team_pace,opponent_pace_deviation,opponent_avg_game_pace,opponent_game_pace_deviation,game_id,created_at,updated_at
1,2025-26,TOR,BKN,2026-04-12,1,136,35,86,0.4070,9,34,0.2650,22,29,0.7590,13,38,21,9,0,16.0,27,9,8,10.0,20,3,43,101,100.8,99.8,101.8,136.3,99.3,99.5,2.3,99.6,1.2,2026-04-12_TOR_BKN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
2,2025-26,PHX,OKC,2026-04-12,0,135,41,95,0.4320,18,46,0.3910,3,9,0.3330,9,36,32,9,7,10.0,8,5,8,13.0,9,13,54,103,101.8,103.6,100.0,130.3,103.0,102.0,-2.0,101.7,0.1,2026-04-12_PHX_OKC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
3,2025-26,HOU,MEM,2026-04-12,1,132,39,95,0.4110,13,49,0.2650,10,10,1.0000,6,37,23,8,6,13.0,24,10,8,11.0,10,21,64,101,107.3,108.2,106.4,122.0,94.9,104.0,2.4,104.1,3.2,2026-04-12_HOU_MEM,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
4,2025-26,MIA,ATL,2026-04-12,1,143,44,93,0.4730,17,44,0.3860,12,18,0.6670,13,46,31,3,2,17.0,17,11,3,7.0,14,13,45,117,104.7,104.5,104.9,136.9,111.5,104.2,0.7,104.2,0.5,2026-04-12_MIA_ATL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
5,2025-26,LAL,UTA,2026-04-12,1,131,41,94,0.4360,7,34,0.2060,18,27,0.6670,17,42,25,13,4,16.0,14,12,6,17.0,20,11,49,107,105.7,106.5,104.9,123.0,102.0,104.9,0.0,104.9,0.8,2026-04-12_LAL_UTA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
6,2025-26,DAL,CHI,2026-04-12,1,149,52,106,0.4910,10,38,0.2630,14,19,0.7370,13,42,30,12,3,13.0,20,10,5,18.0,24,16,57,128,114.1,113.9,114.4,130.8,111.9,105.1,9.3,105.0,9.1,2026-04-12_DAL_CHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
7,2025-26,PHI,MIL,2026-04-12,1,126,39,90,0.4330,13,47,0.2770,15,22,0.6820,12,45,26,8,2,19.0,15,13,2,14.0,19,11,45,106,105.0,103.2,106.7,122.0,99.4,100.0,6.7,99.9,5.1,2026-04-12_PHI_MIL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
8,2025-26,CHA,NYK,2026-04-12,0,110,39,90,0.4330,13,40,0.3250,5,8,0.6250,12,39,25,10,3,11.0,25,7,7,18.0,13,12,46,96,95.5,98.5,92.5,111.7,103.8,99.5,-7.0,99.4,-3.9,2026-04-12_CHA_NYK,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
9,2025-26,CLE,WAS,2026-04-12,1,130,42,90,0.4670,18,41,0.4390,15,19,0.7890,7,30,29,10,2,13.0,21,8,4,20.0,18,17,53,117,102.8,101.2,104.4,128.4,112.1,104.1,0.3,104.0,-1.2,2026-04-12_CLE_WAS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
10,2025-26,DET,IND,2026-04-12,0,133,41,90,0.4560,23,54,0.4260,16,20,0.8000,8,31,31,15,6,16.0,17,12,6,18.0,17,12,48,121,105.7,104.7,106.8,127.1,113.3,103.7,3.1,103.4,2.3,2026-04-12_DET_IND,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
11,2025-26,POR,SAC,2026-04-12,1,122,40,83,0.4820,7,21,0.3330,23,31,0.7420,15,47,24,7,8,17.0,18,9,3,12.0,21,18,46,110,100.1,101.6,98.6,120.1,111.5,102.2,-3.6,101.8,-1.7,2026-04-12_POR_SAC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
12,2025-26,DEN,SAS,2026-04-12,0,128,45,99,0.4550,15,47,0.3190,13,18,0.7220,14,45,27,5,5,9.0,18,4,5,12.0,16,19,58,118,102.3,102.7,101.9,124.7,115.8,102.5,-0.6,102.5,-0.2,2026-04-12_DEN_SAS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
13,2025-26,MIN,NOP,2026-04-12,1,132,45,107,0.4210,5,21,0.2380,31,38,0.8160,20,52,20,9,6,9.0,28,5,13,11.0,27,12,47,126,109.8,106.9,112.7,123.5,111.8,103.3,9.4,103.2,6.6,2026-04-12_MIN_NOP,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
14,2025-26,LAC,GSW,2026-04-12,1,115,36,86,0.4190,11,39,0.2820,27,32,0.8440,16,47,24,3,3,10.0,21,3,4,10.0,24,10,44,110,95.7,97.4,94.1,118.1,116.9,101.7,-7.6,101.7,-6.0,2026-04-12_LAC_GSW,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
15,2025-26,BOS,ORL,2026-04-12,1,113,36,91,0.3960,12,43,0.2790,24,30,0.8000,14,50,22,6,5,19.0,19,10,6,17.0,23,8,46,108,107.4,105.7,109.2,106.9,98.9,102.4,6.8,102.6,4.8,2026-04-12_BOS_ORL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
16,2025-26,GSW,LAC,2026-04-12,0,110,42,89,0.4720,14,39,0.3590,17,19,0.8950,10,44,27,3,4,10.0,24,3,3,10.0,21,16,47,115,95.7,94.1,97.4,116.9,118.1,99.3,-1.9,99.1,-3.4,2026-04-12_GSW_LAC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
17,2025-26,ORL,BOS,2026-04-12,0,108,36,87,0.4140,19,50,0.3800,22,22,1.0000,8,46,24,10,6,17.0,23,6,5,19.0,19,14,50,113,107.4,109.2,105.7,98.9,106.9,97.4,8.3,97.8,9.7,2026-04-12_ORL_BOS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
18,2025-26,NOP,MIN,2026-04-12,0,126,45,89,0.5060,10,37,0.2700,32,43,0.7440,12,47,32,5,13,11.0,27,9,6,9.0,28,20,52,132,109.8,112.7,106.9,111.8,123.5,103.5,3.4,103.2,6.6,2026-04-12_NOP_MIN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
19,2025-26,SAS,DEN,2026-04-12,1,118,50,100,0.5000,11,30,0.3670,17,22,0.7730,19,58,30,4,5,12.0,16,5,5,9.0,18,14,45,128,102.3,101.9,102.7,115.8,124.7,100.7,2.0,100.8,1.5,2026-04-12_SAS_DEN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
20,2025-26,IND,DET,2026-04-12,1,121,50,89,0.5620,15,33,0.4550,18,22,0.8180,12,48,35,12,6,18.0,17,15,6,16.0,17,8,31,133,105.7,106.8,104.7,113.3,127.1,102.2,2.5,102.3,3.4,2026-04-12_IND_DET,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
21,2025-26,SAC,POR,2026-04-12,0,110,47,101,0.4650,16,46,0.3480,12,15,0.8000,18,46,28,9,3,12.0,21,7,8,17.0,18,15,47,122,100.1,98.6,101.6,111.5,120.1,103.2,-1.6,103.6,-3.5,2026-04-12_SAC_POR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
22,2025-26,WAS,CLE,2026-04-12,0,117,48,89,0.5390,18,43,0.4190,16,21,0.7620,17,53,31,8,4,20.0,18,10,2,13.0,21,7,30,130,102.8,104.4,101.2,112.1,128.4,102.8,-1.6,102.6,0.2,2026-04-12_WAS_CLE,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
23,2025-26,NYK,CHA,2026-04-12,1,96,39,85,0.4590,19,52,0.3650,13,17,0.7650,12,46,27,7,7,18.0,13,10,3,11.0,25,12,39,110,95.5,92.5,98.5,103.8,111.7,99.0,-0.5,99.9,-4.4,2026-04-12_NYK_CHA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
24,2025-26,MIL,PHI,2026-04-12,0,106,47,91,0.5160,16,41,0.3900,16,21,0.7620,11,45,28,13,2,14.0,19,8,2,19.0,15,12,45,126,105.0,106.7,103.2,99.4,122.0,102.6,0.6,102.3,2.7,2026-04-12_MIL_PHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
25,2025-26,CHI,DAL,2026-04-12,0,128,52,100,0.5200,22,49,0.4490,23,27,0.8520,16,57,35,10,5,18.0,24,12,3,13.0,20,13,42,149,114.1,114.4,113.9,111.9,130.8,104.1,9.8,104.2,9.9,2026-04-12_CHI_DAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
26,2025-26,UTA,LAL,2026-04-12,0,107,51,93,0.5480,15,34,0.4410,14,17,0.8240,11,49,37,12,6,17.0,20,13,4,16.0,14,17,42,131,105.7,104.9,106.5,102.0,123.0,101.0,5.5,100.7,5.0,2026-04-12_UTA_LAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
27,2025-26,ATL,MIA,2026-04-12,0,117,58,103,0.5630,15,37,0.4050,12,17,0.7060,13,45,34,11,3,7.0,14,3,2,17.0,17,13,46,143,104.7,104.9,104.5,111.5,136.9,106.2,-1.7,106.1,-1.4,2026-04-12_ATL_MIA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
28,2025-26,MEM,HOU,2026-04-12,0,101,48,105,0.4570,14,49,0.2860,22,30,0.7330,21,64,23,10,8,11.0,10,8,6,13.0,24,6,37,132,107.3,106.4,108.2,94.9,122.0,98.7,9.5,99.0,8.3,2026-04-12_MEM_HOU,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
29,2025-26,OKC,PHX,2026-04-12,1,103,56,101,0.5540,20,41,0.4880,3,6,0.5000,13,54,28,5,8,13.0,9,9,7,10.0,8,9,36,135,101.8,100.0,103.6,103.0,130.3,100.0,3.6,100.1,1.7,2026-04-12_OKC_PHX,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
30,2025-26,BKN,TOR,2026-04-12,0,101,51,80,0.6380,12,27,0.4440,22,29,0.7590,3,43,36,9,8,10.0,20,9,0,16.0,27,13,38,136,100.8,101.8,99.8,99.3,136.3,101.1,-1.3,101.0,-0.2,2026-04-12_BKN_TOR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
31,2025-26,UTA,MEM,2026-04-10,1,147,41,109,0.3760,11,52,0.2120,8,9,0.8890,11,47,27,10,2,20.0,15,16,5,16.0,9,12,64,101,121.7,121.5,122.0,121.0,82.8,104.0,18.0,104.1,17.6,2026-04-10_UTA_MEM,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
32,2025-26,LAL,PHX,2026-04-10,1,101,26,77,0.3380,7,40,0.1750,14,21,0.6670,18,47,17,8,1,23.0,18,17,3,11.0,18,4,35,73,90.2,89.2,91.2,113.2,80.0,100.0,-8.8,100.1,-9.9,2026-04-10_LAL_PHX,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
33,2025-26,BOS,NOP,2026-04-10,1,144,44,96,0.4580,9,32,0.2810,21,30,0.7000,14,44,22,6,3,13.0,19,9,5,14.0,26,9,44,118,107.9,107.6,108.2,133.8,109.1,103.3,4.9,103.2,4.7,2026-04-10_BOS_NOP,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
34,2025-26,ORL,CHI,2026-04-10,0,127,38,87,0.4370,10,39,0.2560,17,26,0.6540,10,42,25,10,5,20.0,20,12,6,15.0,22,12,47,103,108.0,107.6,108.4,118.1,95.0,105.1,3.3,105.0,3.0,2026-04-10_ORL_CHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
35,2025-26,MIA,WAS,2026-04-10,0,140,46,92,0.5000,14,31,0.4520,11,14,0.7860,6,27,26,11,2,14.0,17,8,1,19.0,20,9,40,117,104.8,103.4,106.2,135.3,110.2,104.1,2.1,104.0,0.8,2026-04-10_MIA_WAS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
36,2025-26,ATL,CLE,2026-04-10,1,124,39,86,0.4530,7,27,0.2590,17,18,0.9440,9,40,25,8,6,19.0,20,12,4,13.0,18,14,46,102,103.5,103.0,103.9,120.4,98.2,102.8,1.1,102.6,0.9,2026-04-10_ATL_CLE,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
37,2025-26,DEN,OKC,2026-04-10,1,127,42,99,0.4240,14,44,0.3180,9,12,0.7500,15,46,25,11,1,13.0,15,10,7,17.0,10,10,49,107,104.0,105.7,102.3,120.1,104.6,102.0,0.3,101.7,2.3,2026-04-10_DEN_OKC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
38,2025-26,SAS,DAL,2026-04-10,1,139,45,98,0.4590,15,40,0.3750,15,19,0.7890,14,35,26,7,6,7.0,19,4,6,11.0,15,13,48,120,100.6,101.9,99.4,136.4,120.8,104.1,-4.7,104.2,-3.6,2026-04-10_SAS_DAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
39,2025-26,POR,LAC,2026-04-10,1,116,36,83,0.4340,13,40,0.3250,12,12,1.0000,10,35,17,6,3,17.0,27,12,7,15.0,15,14,46,97,97.3,99.4,95.3,116.7,101.8,99.3,-4.0,99.1,-1.8,2026-04-10_POR_LAC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
40,2025-26,DET,CHA,2026-04-10,0,118,34,88,0.3860,13,47,0.2770,19,23,0.8260,14,41,16,10,8,16.0,17,13,8,15.0,20,16,49,100,99.8,99.4,100.1,118.7,99.9,99.0,1.1,99.9,-0.1,2026-04-10_DET_CHA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
41,2025-26,MIL,BKN,2026-04-10,1,125,38,84,0.4520,18,45,0.4000,14,16,0.8750,9,37,28,7,2,11.0,13,5,7,17.0,15,8,44,108,95.0,97.0,93.0,128.8,116.1,99.5,-6.5,99.6,-4.6,2026-04-10_MIL_BKN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
42,2025-26,NYK,TOR,2026-04-10,1,112,36,73,0.4930,10,25,0.4000,13,20,0.6500,7,32,24,7,0,18.0,24,10,0,12.0,16,5,37,95,93.3,93.9,92.8,119.3,102.4,101.1,-8.3,101.0,-7.7,2026-04-10_NYK_TOR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
43,2025-26,PHI,IND,2026-04-10,0,105,33,88,0.3750,14,50,0.2800,14,16,0.8750,10,52,25,6,8,21.0,15,13,2,8.0,14,16,58,94,105.2,104.4,106.0,100.6,88.6,103.7,2.3,103.4,1.8,2026-04-10_PHI_IND,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
44,2025-26,SAC,GSW,2026-04-10,1,124,39,81,0.4810,14,36,0.3890,26,28,0.9290,6,36,30,12,4,16.0,22,10,6,16.0,21,16,49,118,103.6,104.0,103.3,119.3,114.2,101.7,1.6,101.7,1.9,2026-04-10_SAC_GSW,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
45,2025-26,MIN,HOU,2026-04-10,0,136,53,87,0.6090,4,19,0.2110,22,28,0.7860,11,39,29,4,8,13.0,18,7,7,8.0,21,7,25,132,101.2,101.0,101.3,134.7,130.3,98.7,2.6,99.0,2.2,2026-04-10_MIN_HOU,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
46,2025-26,HOU,MIN,2026-04-10,1,132,51,89,0.5730,15,30,0.5000,19,25,0.7600,7,25,27,7,7,8.0,21,4,8,13.0,18,11,39,136,101.2,101.3,101.0,130.3,134.7,103.5,-2.5,103.2,-2.0,2026-04-10_HOU_MIN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
47,2025-26,GSW,SAC,2026-04-10,0,118,41,89,0.4610,17,44,0.3860,25,34,0.7350,16,49,25,10,6,16.0,21,12,4,16.0,22,6,36,124,103.6,103.3,104.0,114.2,119.3,102.2,1.8,101.8,1.8,2026-04-10_GSW_SAC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
48,2025-26,IND,PHI,2026-04-10,1,94,42,104,0.4040,5,29,0.1720,16,19,0.8420,16,58,17,13,2,8.0,14,6,8,21.0,15,10,52,105,105.2,106.0,104.4,88.6,100.6,102.6,1.8,102.3,2.9,2026-04-10_IND_PHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
49,2025-26,BKN,MIL,2026-04-10,0,108,45,81,0.5560,24,48,0.5000,11,16,0.6880,8,44,36,5,7,17.0,15,7,2,11.0,13,9,37,125,95.0,93.0,97.0,116.1,128.8,100.0,-3.0,99.9,-4.9,2026-04-10_BKN_MIL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
50,2025-26,TOR,NYK,2026-04-10,0,95,41,75,0.5470,8,31,0.2580,22,27,0.8150,5,37,24,10,0,12.0,16,7,0,18.0,24,7,32,112,93.3,92.8,93.9,102.4,119.3,99.5,-5.6,99.4,-6.1,2026-04-10_TOR_NYK,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
51,2025-26,CHA,DET,2026-04-10,1,100,45,89,0.5060,9,27,0.3330,19,26,0.7310,16,49,29,13,8,15.0,20,10,8,16.0,17,14,41,118,99.8,100.1,99.4,99.9,118.7,102.2,-2.8,102.3,-2.5,2026-04-10_CHA_DET,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
52,2025-26,DAL,SAS,2026-04-10,0,120,50,92,0.5430,13,32,0.4060,26,27,0.9630,13,48,30,4,6,11.0,15,7,6,7.0,19,14,35,139,100.6,99.4,101.9,120.8,136.4,102.5,-0.6,102.5,-1.9,2026-04-10_DAL_SAS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
53,2025-26,LAC,POR,2026-04-10,0,97,37,83,0.4460,12,39,0.3080,30,35,0.8570,14,46,23,12,7,15.0,15,6,3,17.0,27,10,35,116,97.3,95.3,99.4,101.8,116.7,103.2,-3.8,103.6,-6.3,2026-04-10_LAC_POR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
54,2025-26,OKC,DEN,2026-04-10,0,107,47,93,0.5050,21,43,0.4880,12,13,0.9230,10,49,28,10,7,17.0,10,11,1,13.0,15,15,46,127,104.0,102.3,105.7,104.6,120.1,100.7,5.0,100.8,3.2,2026-04-10_OKC_DEN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
55,2025-26,CLE,ATL,2026-04-10,0,102,45,93,0.4840,16,44,0.3640,18,25,0.7200,14,46,27,12,4,13.0,18,8,6,19.0,20,9,40,124,103.5,103.9,103.0,98.2,120.4,104.2,-1.2,104.2,-0.7,2026-04-10_CLE_ATL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
56,2025-26,WAS,MIA,2026-04-10,1,117,49,82,0.5980,20,37,0.5410,22,26,0.8460,9,40,37,8,1,19.0,20,11,2,14.0,17,6,27,140,104.8,106.2,103.4,110.2,135.3,106.2,-2.8,106.1,-1.3,2026-04-10_WAS_MIA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
57,2025-26,CHI,ORL,2026-04-10,1,103,49,94,0.5210,13,37,0.3510,16,24,0.6670,12,47,33,12,6,15.0,22,10,5,20.0,20,10,42,127,108.0,108.4,107.6,95.0,118.1,102.4,5.2,102.6,5.4,2026-04-10_CHI_ORL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
58,2025-26,NOP,BOS,2026-04-10,0,118,52,96,0.5420,29,59,0.4920,11,15,0.7330,9,44,35,9,5,14.0,26,6,3,13.0,19,14,44,144,107.9,108.2,107.6,109.1,133.8,97.4,10.2,97.8,10.2,2026-04-10_NOP_BOS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
59,2025-26,PHX,LAL,2026-04-10,0,73,35,69,0.5070,8,20,0.4000,23,30,0.7670,4,35,27,17,3,11.0,18,8,1,23.0,18,18,47,101,90.2,91.2,89.2,80.0,113.2,101.0,-11.8,100.7,-10.5,2026-04-10_PHX_LAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
60,2025-26,MEM,UTA,2026-04-10,0,101,62,110,0.5640,15,35,0.4290,8,17,0.4710,12,64,43,16,5,16.0,9,10,2,20.0,15,11,47,147,121.7,122.0,121.5,82.8,121.0,104.9,16.6,104.9,16.8,2026-04-10_MEM_UTA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
61,2025-26,IND,BKN,2026-04-09,0,123,37,96,0.3850,8,38,0.2110,12,19,0.6320,7,43,20,2,5,10.0,21,4,5,12.0,16,13,66,94,106.1,104.9,107.4,117.2,87.6,99.5,7.9,99.6,6.5,2026-04-09_IND_BKN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
62,2025-26,LAL,GSW,2026-04-09,0,119,41,81,0.5060,9,30,0.3000,12,12,1.0000,15,38,24,8,2,19.0,6,14,3,19.0,13,8,33,103,92.4,94.5,90.3,125.9,114.1,101.7,-11.4,101.7,-9.3,2026-04-09_LAL_GSW,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
63,2025-26,TOR,MIA,2026-04-09,1,128,46,82,0.5610,14,35,0.4000,8,14,0.5710,6,34,35,1,3,15.0,25,9,2,6.0,15,10,40,114,97.1,97.0,97.2,132.0,117.3,106.2,-9.0,106.1,-9.0,2026-04-09_TOR_MIA,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
64,2025-26,CHI,WAS,2026-04-09,0,119,38,96,0.3960,10,38,0.2630,22,27,0.8150,20,52,24,12,8,19.0,18,12,4,16.0,21,13,51,108,106.9,107.0,106.9,111.2,101.0,104.1,2.8,104.0,2.9,2026-04-09_CHI_WAS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
65,2025-26,HOU,PHI,2026-04-09,1,113,38,85,0.4470,11,32,0.3440,15,23,0.6520,11,47,21,10,6,16.0,24,12,1,15.0,18,16,53,102,101.8,103.4,100.1,109.2,101.9,102.6,-2.5,102.3,-0.5,2026-04-09_HOU_PHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
66,2025-26,NYK,BOS,2026-04-09,1,112,38,84,0.4520,16,43,0.3720,14,16,0.8750,13,42,23,4,1,11.0,16,9,2,7.0,17,5,30,106,88.8,88.6,89.0,126.4,119.0,97.4,-8.4,97.8,-9.0,2026-04-09_NYK_BOS,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
67,2025-26,BOS,NYK,2026-04-09,0,106,43,80,0.5380,15,35,0.4290,11,15,0.7330,5,30,29,9,2,7.0,17,4,1,11.0,16,13,42,112,88.8,89.0,88.6,119.0,126.4,99.5,-10.9,99.4,-10.6,2026-04-09_BOS_NYK,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
68,2025-26,WAS,CHI,2026-04-09,1,108,43,93,0.4620,9,30,0.3000,24,25,0.9600,13,51,26,12,4,16.0,21,12,8,19.0,18,20,52,119,106.9,106.9,107.0,101.0,111.2,105.1,1.9,105.0,1.9,2026-04-09_WAS_CHI,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
69,2025-26,PHI,HOU,2026-04-09,0,102,42,93,0.4520,11,32,0.3440,18,26,0.6920,16,53,21,12,1,15.0,18,10,6,16.0,24,11,47,113,101.8,100.1,103.4,101.9,109.2,98.7,4.7,99.0,2.8,2026-04-09_PHI_HOU,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
70,2025-26,MIA,TOR,2026-04-09,0,114,44,86,0.5120,13,30,0.4330,27,34,0.7940,10,40,24,9,2,6.0,15,1,3,15.0,25,6,34,128,97.1,97.2,97.0,117.3,132.0,101.1,-4.1,101.0,-3.9,2026-04-09_MIA_TOR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
71,2025-26,GSW,LAL,2026-04-09,1,103,49,80,0.6130,16,29,0.5520,5,8,0.6250,8,33,37,14,3,19.0,13,8,2,19.0,6,15,38,119,92.4,90.3,94.5,114.1,125.9,101.0,-6.5,100.7,-8.3,2026-04-09_GSW_LAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
72,2025-26,BKN,IND,2026-04-09,1,94,51,98,0.5200,8,31,0.2580,13,18,0.7220,13,66,43,4,5,12.0,16,2,5,10.0,21,7,43,123,106.1,107.4,104.9,87.6,117.2,103.7,1.2,103.4,2.7,2026-04-09_BKN_IND,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
73,2025-26,DET,MIL,2026-04-08,1,137,36,86,0.4190,17,50,0.3400,22,28,0.7860,13,32,26,5,4,16.0,24,9,10,12.0,21,15,46,111,97.8,94.2,101.3,145.4,109.6,100.0,1.3,99.9,-2.1,2026-04-08_DET_MIL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
74,2025-26,OKC,LAC,2026-04-08,0,128,40,86,0.4650,14,32,0.4380,16,24,0.6670,10,36,27,9,3,13.0,18,9,7,13.0,23,6,44,110,100.1,100.6,99.6,127.3,110.5,99.3,0.3,99.1,1.0,2026-04-08_OKC_LAC,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
75,2025-26,DEN,MEM,2026-04-08,1,136,42,92,0.4570,19,50,0.3800,16,23,0.6960,10,38,24,5,1,6.0,20,6,5,12.0,20,9,52,119,100.2,102.2,98.1,133.0,121.3,104.0,-5.9,104.1,-3.9,2026-04-08_DEN_MEM,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
76,2025-26,ORL,MIN,2026-04-08,1,132,45,90,0.5000,18,44,0.4090,12,14,0.8570,9,33,22,10,7,16.0,20,5,5,17.0,18,19,48,120,103.1,103.1,103.2,128.0,116.3,103.5,-0.3,103.2,-0.1,2026-04-08_ORL_MIN,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
77,2025-26,SAS,POR,2026-04-08,1,112,42,93,0.4520,12,37,0.3240,5,10,0.5000,11,43,26,9,5,16.0,15,13,6,17.0,14,11,45,101,102.4,102.4,102.4,109.4,98.6,103.2,-0.8,103.6,-1.2,2026-04-08_SAS_POR,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
78,2025-26,CLE,ATL,2026-04-08,1,122,47,98,0.4800,12,34,0.3530,10,15,0.6670,10,43,23,8,6,13.0,25,6,6,11.0,14,10,47,116,106.0,104.4,107.6,116.9,107.8,104.2,3.4,104.2,1.8,2026-04-08_CLE_ATL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
79,2025-26,PHX,DAL,2026-04-08,1,112,37,89,0.4160,13,36,0.3610,20,22,0.9090,10,43,27,4,5,12.0,14,5,8,10.0,16,12,46,107,98.6,96.5,100.7,116.1,106.3,104.1,-3.4,104.2,-5.6,2026-04-08_PHX_DAL,2026-05-02 00:09:50.689353+00,2026-05-02 00:09:50.689353+00
